cgdivision,ownergroup,pmnum,pmdescription,jpdescription,nexttrigger,unitstogo,alias,assetdescription,locdescription,metername,lastreading,pmstatus,assetstatus,assetnum,frequency,tolerance,wonum,wodescription,reportdate,lastpmwogenread,dayslate,curjpdescription,unitslate
String,String,String,String,String,Float,Float,String,String,String,String,Float,String,String,String,Float,Float,String,String,DateTime,Float,Integer,String,Integer
TRANSIT,TR-WESTNEY-WO,PM36389,8506 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - B SERVICE,1101931,6288,8506,2011 - CONVENTIONAL NEW FLYER - 8506,DRT WESTNEY GARAGE,ODOMETER,1095643,ACTIVE,OPERATING,1200098,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37081,9102 - SERVICE INSPECTION,NOVA ARTICULATED CONVENTIONAL  - C SERVICE,340283,6371,9102,2020 - CONVENTIONAL NOVA ARTICULATED - 9102,DRT RALEIGH GARAGE,ODOMETER,333912,ACTIVE,OPERATING,1200305,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36033,6108 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,615009,6429,6108,2018 - CONVENTIONAL NOVA - 6108,DRT RALEIGH GARAGE,ODOMETER,608580,ACTIVE,OPERATING,1200009,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36621,8567 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,682781,6446,8567,2017 - CONVENTIONAL NOVA  - 8567,DRT RALEIGH GARAGE,ODOMETER,676335,ACTIVE,OPERATING,1200156,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36737,8607 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - B SERVICE,999954,6538,8607,2012 - CONVENTIONAL NEW FLYER- 8607,DRT RALEIGH GARAGE,ODOMETER,993416,ACTIVE,OPERATING,1200185,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36461,8524 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1151195,6550,8524,2012 - CONVENTIONAL NEW FLYER - 8524,DRT WESTNEY GARAGE,ODOMETER,1144645,ACTIVE,OPERATING,1200116,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM37388,7106 - SERVICE INSPECTION,CONVENTIONAL NOVA - D SERVICE,362114,6557,7106,2021 - CONVENTIONAL NOVA - 7106,DRT WESTNEY GARAGE,ODOMETER,355557,ACTIVE,OPERATING,1200443,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37368,7114 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,371018,6563,7114,2021 - CONVENTIONAL NOVA - 7114,DRT RALEIGH GARAGE,ODOMETER,364455,ACTIVE,OPERATING,1200438,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM64365,6137 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,158583,6575,6137,2024 - CONVENTIONAL NOVA - 6137,DRT RALEIGH GARAGE,ODOMETER,152008,ACTIVE,OPERATING,1567268,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36729,8605 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,979742,6701,8605,2012 - CONVENTIONAL NEW FLYER- 8605,DRT RALEIGH GARAGE,ODOMETER,973041,ACTIVE,OPERATING,1200183,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36665,8578 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,813771,6763,8578,2017 - CONVENTIONAL NOVA  - 8578,DRT RALEIGH GARAGE,ODOMETER,807008,ACTIVE,OPERATING,1200167,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37392,7107 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,393906,6803,7107,2021 - CONVENTIONAL NOVA - 7107,DRT RALEIGH GARAGE,ODOMETER,387103,ACTIVE,OPERATING,1200444,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36577,8556 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,807964,6915,8556,2015 - CONVENTIONAL NOVA LFS- 8556,DRT RALEIGH GARAGE,ODOMETER,801049,ACTIVE,OPERATING,1200145,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36521,8539 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,877050,6960,8539,2013 - CONVENTIONAL NEW FLYER - 8539,DRT RALEIGH GARAGE,ODOMETER,870090,ACTIVE,OPERATING,1200131,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36745,8609 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - B SERVICE,1056870,6987,8609,2012 - CONVENTIONAL NEW FLYER- 8609,DRT RALEIGH GARAGE,ODOMETER,1049883,ACTIVE,OPERATING,1200187,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36721,8603 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,960687,7187,8603,2012 - CONVENTIONAL NEW FLYER- 8603,DRT RALEIGH GARAGE,ODOMETER,953500,ACTIVE,OPERATING,1200181,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36585,8558 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,724833,7210,8558,2015 - CONVENTIONAL NOVA LFS- 8558,DRT RALEIGH GARAGE,ODOMETER,717623,ACTIVE,OPERATING,1200147,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36369,8501 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1196797,7346,8501,2011 - CONVENTIONAL NEW FLYER - 8501,DRT WESTNEY GARAGE,ODOMETER,1189451,ACTIVE,OPERATING,1200093,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37404,7110 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,449470,7404,7110,2021 - CONVENTIONAL NOVA - 7110,DRT RALEIGH GARAGE,ODOMETER,442066,ACTIVE,OPERATING,1200447,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36717,8602 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - B SERVICE,1033276,7487,8602,2012 - CONVENTIONAL NEW FLYER- 8602,DRT RALEIGH GARAGE,ODOMETER,1025789,ACTIVE,OPERATING,1200180,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36633,8570 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,736694,7543,8570,2017 - CONVENTIONAL NOVA  - 8570,DRT RALEIGH GARAGE,ODOMETER,729151,ACTIVE,OPERATING,1200159,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37085,9103 - SERVICE INSPECTION,NOVA ARTICULATED CONVENTIONAL  - C SERVICE,357522,7719,9103,2020 - CONVENTIONAL NOVA ARTICULATED - 9103,DRT RALEIGH GARAGE,ODOMETER,349803,ACTIVE,OPERATING,1200306,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36465,8525 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - C SERVICE,1115309,7729,8525,2012 - CONVENTIONAL NEW FLYER - 8525,DRT WESTNEY GARAGE,ODOMETER,1107580,ACTIVE,OPERATING,1200117,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36753,8611 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - D SERVICE,1041281,7862,8611,2012 - CONVENTIONAL NEW FLYER- 8611,DRT WESTNEY GARAGE,ODOMETER,1033419,ACTIVE,OPERATING,1200189,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36685,8583 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,680861,8113,8583,2017 - CONVENTIONAL NOVA  - 8583,DRT RALEIGH GARAGE,ODOMETER,672748,ACTIVE,OPERATING,1200172,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM64626,6157 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,94761,8164,6157,2024 - CONVENTIONAL NOVA - 6157,DRT WESTNEY GARAGE,ODOMETER,86597,ACTIVE,OPERATING,1568404,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37364,7113 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,414434,8259,7113,2021 - CONVENTIONAL NOVA - 7113,DRT RALEIGH GARAGE,ODOMETER,406175,ACTIVE,OPERATING,1200437,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36777,8617 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1021969,8370,8617,2012 - CONVENTIONAL NEW FLYER- 8617,DRT WESTNEY GARAGE,ODOMETER,1013599,ACTIVE,OPERATING,1200195,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36037,6109 - SERVICE INSPECTION,CONVENTIONAL NOVA - D SERVICE,576797,8433,6109,2018 - CONVENTIONAL NOVA - 6109,DRT RALEIGH GARAGE,ODOMETER,568364,ACTIVE,OPERATING,1200010,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37352,9107 - SERVICE INSPECTION,NOVA ARTICULATED CONVENTIONAL  - A SERVICE,285023,8442,9107,2021 - CONVENTIONAL NOVA ARTICULATED - 9107,DRT RALEIGH GARAGE,ODOMETER,276581,ACTIVE,OPERATING,1200434,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM64467,6135 - SERVICE INSPECTION,CONVENTIONAL NOVA - C SERVICE,40366,8531,6135,2024 - ELECTRIC NOVA - 6135,DRT RALEIGH GARAGE,ODOMETER,31835,ACTIVE,OPERATING,1567923,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM64590,6144 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,159801,8570,6144,2024 - CONVENTIONAL NOVA - 6144,DRT WESTNEY GARAGE,ODOMETER,151231,ACTIVE,OPERATING,1566104,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36397,8508 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1152871,8709,8508,2011 - CONVENTIONAL NEW FLYER - 8508,DRT RALEIGH GARAGE,ODOMETER,1144162,ACTIVE,OPERATING,1200100,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36781,8618 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,991090,8820,8618,2012 - CONVENTIONAL NEW FLYER- 8618,DRT WESTNEY GARAGE,ODOMETER,982270,ACTIVE,OPERATING,1200196,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM37408,8430 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,598005,9022,8430,2006 - CONVENTIONAL NEW FLYER - 8430,DRT WESTNEY GARAGE,ODOMETER,588983,ACTIVE,OPERATING,1200448,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM36453,8522 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - C SERVICE,1138201,9542,8522,2012 - CONVENTIONAL NEW FLYER - 8522,DRT RALEIGH GARAGE,ODOMETER,1128659,ACTIVE,OPERATING,1200114,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36425,8515 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1251923,9634,8515,2011 - CONVENTIONAL NEW FLYER - 8515,DRT WESTNEY GARAGE,ODOMETER,1242289,ACTIVE,OPERATING,1200107,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM65095,6133 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,52626,9790,6133,2024 - ELECTRIC NOVA - 6133,DRT RALEIGH GARAGE,ODOMETER,42836,ACTIVE,OPERATING,1568057,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM62123,6127 - SERVICE INSPECTIONS,CONVENTIONAL NOVA HYBRID - A SERVICE,290142,9870,6127,2022 - CONVENTIONAL NOVA HYBRID - 6127,DRT WESTNEY GARAGE,ODOMETER,280272,ACTIVE,OPERATING,1540694,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36529,8541 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,920548,9900,8541,2013 - CONVENTIONAL NEW FLYER - 8541,DRT WESTNEY GARAGE,ODOMETER,910648,ACTIVE,OPERATING,1200133,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM64362,6131 - SERVICE INSPECTION,CONVENTIONAL NOVA - A SERVICE,50521,9917,6131,2024 - ELECTRIC NOVA - 6131,DRT RALEIGH GARAGE,ODOMETER,40604,ACTIVE,OPERATING,1567162,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM64366,6139 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,145510,9956,6139,2024 - CONVENTIONAL NOVA - 6139,DRT RALEIGH GARAGE,ODOMETER,135554,ACTIVE,OPERATING,1566603,10000,1000,,,,0,0,,0
TRANSIT,TR-RALEIGH-WO,PM37045,6113 - SERVICE INSPECTION,CONVENTIONAL NOVA - D SERVICE,561861,10000,6113,2019 - CONVENTIONAL NOVA - 6113,DRT RALEIGH GARAGE,ODOMETER,551861,ACTIVE,OPERATING,1200296,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM62121,6125 - SERVICE INSPECTIONS,CONVENTIONAL NOVA HYBRID - A SERVICE,295769,10000,6125,2022 - CONVENTIONAL NOVA HYBRID - 6125,DRT WESTNEY GARAGE,ODOMETER,285769,ACTIVE,OPERATING,1540692,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36065,7103 - SERVICE INSPECTION,CONVENTIONAL NOVA - B SERVICE,479592,10000,7103,2018 - CONVENTIONAL NOVA - 7103,DRT WESTNEY GARAGE,ODOMETER,469592,ACTIVE,OPERATING,1200017,10000,1000,,,,0,0,,0
TRANSIT,TR-WESTNEY-WO,PM36473,8527 - SERVICE INSPECTION,CONVENTIONAL NEW FLYER - A SERVICE,1116507,10000,8527,2012 - CONVENTIONAL NEW FLYER - 8527,DRT WESTNEY GARAGE,ODOMETER,1106507,ACTIVE,OPERATING,1200119,10000,1000,,,,0,0,,0
